# 广西壮族自治区 电信 IPTV直播源
# 生成时间: 2025-06-21 14:02:21
# 频道数量: 104
# 格式: 频道名,直播地址
CCTV新闻,http://cctv13.live.cctv.cn/hd7/index.m3u8
CCTV13,http://live.gdtv.cn/hdtv40/index.m3u8
中国教育1台,http://cctv13.live.cctv.cn/live412/index.m3u8
中国教育2台,http://live.cctv.cn/hd25/index.m3u8
凤凰中文,http://live.cctv.cn/hdtv91/index.m3u8
凤凰资讯,http://live.gdtv.cn/cctv11hd/index.m3u8
CCTV11戏曲,http://live.cctv.cn/hdtv32/index.m3u8
梨园频道,rtp://225.1.2.80:8080
文物宝库,rtp://239.254.99.126:5140
国学频道,rtp://225.1.2.8:5140
秦腔频道,http://live.cctv.cn/cctv17hd/index.m3u8
陕西秦腔,rtp://239.252.219.180:8080
甘肃秦腔,http://live.gdtv.cn/live634/index.m3u8
宁夏秦腔,http://cctv1.live.cctv.cn/hdtv75/index.m3u8
