# 台湾省 移动 IPTV直播源
# 生成时间: 2025-06-21 14:02:21
# 频道数量: 104
# 格式: 频道名,直播地址
CHC家庭影院,rtp://239.253.92.243:9000
都市剧场,http://live.hunantv.com/hdtv28/index.m3u8
CCTV少儿,http://live.gdtv.cn/hd10/index.m3u8
金鹰卡通,rtp://239.253.92.199:1234
嘉佳卡通,http://live.gdtv.cn/live256/index.m3u8
优漫卡通,rtp://239.20.0.159:9000
炫动卡通,rtp://239.20.0.39:9901
卡酷少儿,rtp://239.20.0.229:5140
CCTV新闻,http://live.gdtv.cn/hdtv18/index.m3u8
CCTV13,http://cctv1.live.cctv.cn/cctv1hd/index.m3u8
中国教育1台,rtp://239.20.0.36:9901
中国教育2台,rtp://239.253.92.29:9000
凤凰中文,rtp://239.254.99.37:8080
凤凰资讯,rtp://239.20.0.140:8000
CCTV11戏曲,http://live.gdtv.cn/hd50/index.m3u8
梨园频道,rtp://239.253.92.70:9000
文物宝库,rtp://239.254.99.40:1234
国学频道,rtp://239.253.92.250:8080
秦腔频道,rtp://239.254.99.97:8000
陕西秦腔,http://live.cctv.cn/live473/index.m3u8
甘肃秦腔,rtp://239.20.0.230:8080
宁夏秦腔,rtp://239.254.99.8:9001
