# 安徽省 联通 IPTV直播源
# 生成时间: 2025-06-21 14:02:21
# 频道数量: 108
# 格式: 频道名,直播地址
广东4K,http://live.gdtv.cn/hd48/index.m3u8
咪咕体育4K,http://live.gdtv.cn/cctv15hd/index.m3u8
咪咕直播4K,http://cctv1.live.cctv.cn/live758/index.m3u8
纯享4K,http://live.hunantv.com/cctv11hd/index.m3u8
爱上4K,http://cctv13.live.cctv.cn/hd12/index.m3u8
欢笑剧场4K,http://cctv1.live.cctv.cn/hd6/index.m3u8
CCTV5体育,http://live.cctv.cn/live486/index.m3u8
CCTV5+体育赛事,http://cctv13.live.cctv.cn/hd36/index.m3u8
CCTV16奥林匹克,http://live.hunantv.com/hdtv17/index.m3u8
五星体育,rtp://239.77.1.230:9001
广东体育,rtp://225.1.4.254:8080
北京体育,rtp://239.252.220.21:9901
劲爆体育,http://live.hunantv.com/live771/index.m3u8
魅力足球,rtp://239.77.1.251:1234
CCTV6电影,http://cctv1.live.cctv.cn/live270/index.m3u8
上海电影,rtp://239.77.1.188:9001
广东电影,rtp://239.77.1.118:9001
峨眉电影,rtp://239.252.220.153:9000
CHC高清电影,http://live.cctv.cn/cctv12hd/index.m3u8
CHC动作电影,rtp://225.1.4.202:9001
CHC家庭影院,rtp://225.1.4.151:5140
都市剧场,http://live.hunantv.com/hdtv76/index.m3u8
CCTV少儿,http://live.gdtv.cn/cctv9hd/index.m3u8
金鹰卡通,rtp://225.1.4.52:8000
嘉佳卡通,rtp://225.1.4.159:5140
优漫卡通,rtp://239.252.220.11:5140
炫动卡通,rtp://239.77.1.43:8000
卡酷少儿,rtp://239.77.1.62:5140
CCTV新闻,http://cctv1.live.cctv.cn/hdtv48/index.m3u8
CCTV13,http://cctv13.live.cctv.cn/hd27/index.m3u8
中国教育1台,rtp://239.252.220.167:9901
中国教育2台,rtp://225.1.4.133:9000
凤凰中文,rtp://225.1.4.210:9001
凤凰资讯,rtp://239.252.220.191:9001
CCTV11戏曲,http://live.cctv.cn/cctv14hd/index.m3u8
梨园频道,rtp://225.1.4.57:1234
文物宝库,http://live.cctv.cn/hd28/index.m3u8
国学频道,rtp://239.77.1.245:1234
秦腔频道,rtp://239.77.1.46:8080
陕西秦腔,rtp://225.1.4.64:5140
甘肃秦腔,http://live.cctv.cn/hdtv94/index.m3u8
宁夏秦腔,rtp://225.1.4.158:5140
安徽黄梅戏,http://live.hunantv.com/cctv12hd/index.m3u8
合肥黄梅戏,http://live.gdtv.cn/hd19/index.m3u8
安庆黄梅戏,rtp://239.77.1.164:8080
芜湖黄梅戏,http://live.hunantv.com/cctv4hd/index.m3u8
