# 辽宁省 联通 IPTV直播源
# 生成时间: 2025-06-21 14:02:21
# 频道数量: 108
# 格式: 频道名,直播地址
CCTV1 4K,http://cctv1.live.cctv.cn/cctv15hd/index.m3u8
CCTV4K,http://live.hunantv.com/hdtv59/index.m3u8
北京纪实4K,http://cctv1.live.cctv.cn/hdtv40/index.m3u8
上海纪实4K,http://live.hunantv.com/live256/index.m3u8
广东4K,http://live.cctv.cn/live237/index.m3u8
咪咕体育4K,http://live.gdtv.cn/hd12/index.m3u8
咪咕直播4K,http://live.cctv.cn/hd49/index.m3u8
纯享4K,http://live.cctv.cn/hd34/index.m3u8
爱上4K,http://cctv1.live.cctv.cn/live971/index.m3u8
欢笑剧场4K,http://live.cctv.cn/hd44/index.m3u8
CCTV5体育,http://cctv1.live.cctv.cn/live315/index.m3u8
CCTV5+体育赛事,http://live.hunantv.com/hdtv34/index.m3u8
CCTV16奥林匹克,http://live.cctv.cn/cctv16hd/index.m3u8
五星体育,http://cctv13.live.cctv.cn/cctv6hd/index.m3u8
广东体育,rtp://239.253.43.234:8000
北京体育,rtp://239.21.0.119:9001
劲爆体育,rtp://239.45.3.103:9001
魅力足球,http://cctv13.live.cctv.cn/cctv5hd/index.m3u8
CCTV6电影,http://live.hunantv.com/live402/index.m3u8
上海电影,rtp://239.21.0.162:9901
广东电影,rtp://239.253.43.152:5140
峨眉电影,http://live.gdtv.cn/hd26/index.m3u8
CHC高清电影,http://cctv1.live.cctv.cn/live527/index.m3u8
CHC动作电影,rtp://239.45.3.45:9901
CHC家庭影院,rtp://239.45.3.70:5140
都市剧场,rtp://239.21.0.26:5140
CCTV少儿,http://live.cctv.cn/hdtv40/index.m3u8
金鹰卡通,http://live.gdtv.cn/hd10/index.m3u8
嘉佳卡通,rtp://239.45.3.171:8080
优漫卡通,rtp://239.253.43.16:9901
炫动卡通,rtp://239.21.0.225:9000
卡酷少儿,rtp://239.21.0.252:8000
CCTV新闻,http://cctv1.live.cctv.cn/live232/index.m3u8
CCTV13,http://live.gdtv.cn/cctv13hd/index.m3u8
中国教育1台,rtp://239.21.0.66:8080
中国教育2台,rtp://239.253.43.34:5140
凤凰中文,rtp://239.21.0.166:9001
凤凰资讯,rtp://239.45.3.207:8080
CCTV11戏曲,http://live.hunantv.com/hd25/index.m3u8
梨园频道,rtp://239.253.43.174:5140
文物宝库,rtp://239.45.3.179:5140
国学频道,rtp://239.45.3.20:8000
秦腔频道,rtp://239.253.43.239:9001
陕西秦腔,rtp://239.21.0.3:8080
甘肃秦腔,rtp://239.45.3.25:9001
宁夏秦腔,rtp://239.253.43.88:9001
辽宁评剧,rtp://239.253.43.195:9000
沈阳评剧,rtp://239.253.43.130:9901
大连评剧,rtp://239.21.0.73:5140
鞍山评剧,rtp://239.253.43.109:5140
