# 福建省 移动 IPTV直播源
# 生成时间: 2025-06-21 14:02:21
# 频道数量: 108
# 格式: 频道名,直播地址
中国教育1台,rtp://239.253.43.143:5140
中国教育2台,rtp://239.45.0.171:8000
凤凰中文,rtp://239.253.43.94:1234
凤凰资讯,http://cctv13.live.cctv.cn/hdtv99/index.m3u8
CCTV11戏曲,http://live.gdtv.cn/live351/index.m3u8
梨园频道,rtp://239.253.43.249:5140
文物宝库,rtp://225.1.8.18:9001
国学频道,rtp://239.45.0.64:9901
秦腔频道,http://live.hunantv.com/hd8/index.m3u8
陕西秦腔,rtp://239.253.43.198:9901
甘肃秦腔,rtp://239.253.43.219:8000
宁夏秦腔,rtp://239.45.0.97:5140
福建闽剧,rtp://225.1.8.109:5140
福州闽剧,rtp://225.1.8.219:5140
厦门闽剧,rtp://225.1.8.128:5140
泉州闽剧,http://cctv1.live.cctv.cn/live534/index.m3u8
