# 安徽省 广电 IPTV直播源
# 生成时间: 2025-06-21 14:02:21
# 频道数量: 124
# 格式: 频道名,直播地址
嘉佳卡通,http://cctv13.live.cctv.cn/hdtv66/index.m3u8
优漫卡通,rtp://225.1.4.92:1234
炫动卡通,http://cctv13.live.cctv.cn/cctv7hd/index.m3u8
卡酷少儿,http://cctv1.live.cctv.cn/hd36/index.m3u8
CCTV新闻,http://live.cctv.cn/live556/index.m3u8
CCTV13,http://live.gdtv.cn/cctv6hd/index.m3u8
中国教育1台,http://live.cctv.cn/hd21/index.m3u8
中国教育2台,rtp://239.252.220.57:8000
凤凰中文,rtp://225.1.4.155:9901
凤凰资讯,rtp://239.252.220.25:1234
CCTV11戏曲,http://cctv1.live.cctv.cn/cctv17hd/index.m3u8
梨园频道,rtp://239.77.1.52:8080
文物宝库,rtp://239.252.220.131:1234
国学频道,rtp://239.77.1.30:9901
秦腔频道,rtp://239.252.220.68:9001
陕西秦腔,rtp://225.1.4.245:9001
甘肃秦腔,rtp://239.252.220.226:1234
宁夏秦腔,rtp://239.77.1.221:9001
安徽黄梅戏,rtp://225.1.4.8:5140
合肥黄梅戏,rtp://239.77.1.12:8000
安庆黄梅戏,rtp://225.1.4.183:9001
芜湖黄梅戏,rtp://239.77.1.202:5140
中国广电4K,http://live.cctv.cn/live725/index.m3u8
广电精品,http://cctv13.live.cctv.cn/cctv12hd/index.m3u8
广电影视,rtp://225.1.4.130:8000
广电纪实,rtp://239.252.220.62:8080
广电体育,rtp://239.252.220.118:9000
广电新闻,rtp://239.252.220.58:9901
广电综艺,rtp://225.1.4.46:9001
广电少儿,http://cctv13.live.cctv.cn/hd13/index.m3u8
广电音乐,rtp://239.252.220.203:9001
广电戏曲,rtp://239.77.1.115:8000
广电科教,http://live.cctv.cn/cctv12hd/index.m3u8
广电购物,rtp://239.252.220.112:9001
IPTV经典电影,rtp://239.252.220.81:9001
IPTV热播剧场,rtp://239.77.1.119:9001
IPTV魅力时尚,rtp://239.77.1.92:5140
IPTV收视指南,http://live.hunantv.com/hdtv57/index.m3u8
